관측시각 (KST),국내 지점번호,최고기온 (C),최저기온 (C),일 평균기온 (C),일 평균 풍속 (m/s),일강수량 (mm),최심 신적설 (cm),일 평균 상대습도 (%),일교차 (C)
20180101,영광군,5.8,-4.5,0,1.4,-9,-9,63.4,10.3
20180101,김해시,6.9,-2.7,1.3,1.9,-9,-9,37.5,9.6
20180101,순창군,5.5,-5.5,-0.7,1.3,-9,-9,67.6,11
20180101,북창원,6.1,-1.9,1.5,1.9,-9,-9,37.5,8
20180101,양산시,7.5,-2,2.3,2.1,-9,-9,39.4,9.5
20180101,보성군,7.7,-3.2,1.4,1.8,-9,-9,58.4,10.9
20180101,강진군,7,-3.3,1.2,1.9,-9,-9,63.8,10.3
20180101,장흥,6.9,-5.1,0.4,1.3,-9,-9,68.4,12
20180101,해남,6.9,-5.7,-0.2,1.4,-9,-9,68.5,12.6
20180101,고흥,7.4,-4.6,0.6,1.3,-9,-9,62.6,12
20180101,의령군,8.3,-7.7,-1.5,1,-9,-9,60.1,16
20180101,함양군,6.4,-5.2,0.8,1.4,-9,-9,57.8,11.6
20180101,광양시,7.6,-1.4,2.6,1.9,-9,-9,49.9,9
20180101,진도군,6.7,-3.3,2.5,2,-9,-9,64.3,10
20180101,봉화,2.1,-12.3,-5.1,1.9,-9,-9,47.3,14.4
20180101,영주,2.6,-5.9,-1.1,3.9,-9,-9,35,8.5
20180101,문경,4.2,-4.8,-0.1,3.4,-9,-9,31.6,9
20180101,청송군,3.4,-8.7,-1.9,2.4,-9,-9,42.1,12.1
20180101,영덕,5.4,-2.2,1.2,4.6,-9,-9,24.1,7.6
20180101,의성,5.8,-10.8,-3,1.5,-9,-9,52.5,16.6
20180101,구미,5.8,-3.6,0.6,1.4,-9,-9,45.5,9.4
20180101,영천,6.1,-3.9,0.8,2.8,-9,-9,35.1,10
20180101,경주시,5.9,-2,1.9,3.8,-9,-9,34.6,7.9
20180101,거창,4.9,-5.7,-0.5,1.9,-9,-9,52.3,10.6
20180101,합천,7,-7.6,-1.4,1.4,-9,-9,50.5,14.6
20180101,밀양,6.6,-4.7,0.2,1.8,-9,-9,43,11.3
20180101,산청,6.6,-2.2,1.7,2.8,-9,-9,45.4,8.8
20180101,거제,6.7,-1.6,2.2,1.3,-9,-9,43.5,8.3
20180101,남해,7.4,-2.2,2.3,1,-9,-9,51.3,9.6
20180102,속초,5.6,-2.1,1.5,2.9,-9,-9,21.8,7.7
20180102,북춘천,4.5,-11.3,-3.8,1.1,-9,-9,52.3,15.8
20180102,철원,1.8,-11.6,-5.6,1.1,-9,-9,52.8,13.4
20180102,동두천,3.8,-8.6,-3.5,1.8,-9,-9,46,12.4
20180102,파주,1.3,-11.2,-4.8,1.4,-9,-9,56.5,12.5
20180102,대관령,-1.6,-9.9,-5.2,6.1,-9,-9,45.1,8.3
20180102,춘천,3.5,-9.4,-3.5,1.2,-9,-9,55.1,12.9
20180102,백령도,2.7,-2.8,-1.4,2.9,-9,-9,52.5,5.5
20180102,북강릉,5.5,-3.1,1.5,3.5,-9,-9,30.4,8.6
20180102,강릉,6.9,-0.6,2.5,2.8,-9,-9,22.4,7.5
20180102,동해,7.5,1,3.8,3.2,-9,-9,23.6,6.5
20180102,서울,1.8,-4.3,-1.8,1.8,-9,-9,42,6.1
20180102,인천,0.8,-4.3,-1.4,3.5,-9,-9,46.3,5.1
20180102,원주,2.7,-7.2,-2.1,0.8,-9,-9,48.1,9.9
20180102,울릉도,5.6,1,2.8,3.3,0,-9,43.3,4.6
20180102,수원,3.3,-5.7,-1.7,1.6,-9,-9,53.9,9
20180102,영월,4.1,-9.3,-2.4,1,-9,-9,56.5,13.4
20180102,충주,2.4,-8.6,-3,1,-9,-9,61.1,11
20180102,서산,-99,-99,-99,-9,-9,-9,-9,0
20180102,울진,8.5,-1.1,2.8,2.5,-9,-9,31.9,9.6
20180102,청주,2.9,-4.2,-0.7,1.2,-9,-9,61.9,7.1
20180102,대전,4.1,-4.7,-1,0.9,-9,-9,73.6,8.8
20180102,추풍령,3.7,-5.1,-0.1,3.6,-9,-9,58.4,8.8
20180102,안동,5.6,-6.9,-0.5,2,-9,-9,54,12.5
20180102,상주,5,-5.1,0.8,2.8,-9,-9,51.5,10.1
20180102,포항,7.6,-1.6,3.2,2.7,-9,-9,50.6,9.2
20180102,군산,4.4,-4.6,0.1,1,0,-9,75,9
20180102,대구,7.7,-4.7,1.5,2.3,-9,-9,50.6,12.4
20180102,전주,6.7,-3.2,0.7,1.6,0,-9,74.6,9.9
20180102,울산,8,-1,3.7,1.9,-9,-9,43.5,9
20180102,창원,9,-2.1,3.5,1.4,-9,-9,45.6,11.1
20180102,광주,8.4,-2.9,2.2,0.9,-9,-9,67,11.3
20180102,부산,9.4,-0.3,4.1,2.2,-9,-9,39.6,9.7
20180102,통영,8.5,-1.2,3.4,1.7,-9,-9,54.8,9.7
20180102,목포,7.7,-2.1,2.8,3,-9,-9,79,9.8
20180102,여수,9,-0.2,4.1,3.3,-9,-9,56.4,9.2
20180102,흑산도,8.6,2.4,5.2,3,-9,-9,68.1,6.2
20180102,완도,8.6,-1.2,4.5,1.7,-9,-9,69.4,9.8
20180102,고창,7.6,-5.1,0.6,1.7,-9,-9,81.3,12.7
20180102,순천,6.9,-6.7,0.5,2.1,-9,-9,71.1,13.6
20180102,고산,6.9,-1,1.7,3.6,-9,-9,59.4,7.9
20180102,홍성,2.3,-4.6,-1.2,1.1,-9,-9,77.3,6.9
20180102,제주,10.1,3,7,2.2,-9,-9,53.5,7.1
20180102,고산(제주),11,3.6,7.4,5.3,-9,-9,54.3,7.4
20180102,성산,10,0.6,6.1,2.3,-9,-9,51.9,9.4
20180102,서귀포,11.5,3.8,7.7,1.3,-9,-9,62.4,7.7
20180102,진주,9.4,-7.5,0.7,0.7,-9,-9,56.9,16.9
20180102,강화,1.9,-6.4,-2.4,1.6,-9,-9,43.9,8.3
20180102,양평,3.7,-8.4,-2.7,1.7,-9,-9,49.3,12.1
20180102,이천,3.5,-8.9,-3.1,1.2,-9,-9,52.3,12.4
20180102,인제,3.3,-10.3,-4.2,1.4,-9,-9,45.1,13.6
20180102,홍천,2.7,-11.6,-5,1.1,-9,-9,59.5,14.3
20180102,태백,0.6,-5.8,-3.1,1.8,-9,-9,38.9,6.4
20180102,정선군,2.9,-9.5,-3,2.9,-9,-9,44.6,12.4
20180102,제천,2.6,-11.5,-4.3,1.5,-9,-9,57.1,14.1
20180102,보은,3.6,-8.5,-2.3,1.2,-9,-9,70.1,12.1
20180102,천안,2.9,-8.1,-2.6,0.9,-9,-9,64.4,11
20180102,보령,4.6,-3,0.1,0.9,0,-9,78.4,7.6
20180102,부여,3.7,-6.6,-2.2,0.4,-9,-9,79.6,10.3
20180102,금산,3.4,-8.3,-2.3,0.8,0,-9,71.8,11.7
20180102,부안,6.3,-3.9,0.8,1,-9,-9,70.4,10.2
20180102,임실,5.5,-8.5,-1.6,0.7,-9,-9,78.1,14
20180102,정읍,6.1,-4,0.2,0.8,0,-9,76.5,10.1
20180102,남원,5.5,-6.6,-0.7,0.9,0,-9,71,12.1
20180102,장수,4.1,-9.1,-2.4,1.4,0,-9,71.9,13.2
20180102,고창군,6.9,-5.5,0.4,1,-9,-9,72.3,12.4
20180102,영광군,7.6,-5.9,0.5,1.7,-9,-9,72.1,13.5
20180102,김해시,8.3,-2.7,2.7,1.9,-9,-9,47,11
20180102,순창군,5.3,-7.4,-1,0.8,0,-9,81.4,12.7
20180102,북창원,8.7,-3,2.9,1.1,-9,-9,48.9,11.7
20180102,양산시,9,-1.9,3.1,1.8,-9,-9,50.1,10.9
20180102,보성군,8.8,-5.8,2.6,2,-9,-9,63.5,14.6
20180102,강진군,8.8,-5.5,2.4,1.9,-9,-9,63.4,14.3
20180102,장흥,8.7,-7.2,1.7,1.3,-9,-9,67.8,15.9
20180102,해남,8.3,-7.7,1,1.4,-9,-9,67.3,16
20180102,고흥,9,-6.4,1.5,1.3,-9,-9,72,15.4
20180102,의령군,10.2,-8.2,0.1,1.2,-9,-9,67,18.4
20180102,함양군,7.5,-8.1,0.2,1.4,0,-9,73.4,15.6
20180102,광양시,8.6,-1.8,3.2,1.9,-9,-9,57.1,10.4
20180102,진도군,8.6,-5.1,2.3,1.6,-9,-9,71.4,13.7
20180102,봉화,4.1,-12.3,-3.8,1.5,-9,-9,50.3,16.4
20180102,영주,2.6,-3.5,0,6,-9,-9,47.9,6.1
20180102,문경,4.6,-4.8,0.1,2.7,-9,-9,46.6,9.4
20180102,청송군,4.7,-9.6,-1.8,2.6,-9,-9,57.8,14.3
20180102,영덕,6.8,-2.7,2,2.7,-9,-9,38.3,9.5
20180102,의성,7,-10.5,-1.9,1.4,-9,-9,59.4,17.5
20180102,구미,6.8,-5.5,0.6,1,-9,-9,62.9,12.3
20180102,영천,6.6,-7,0.6,2.7,-9,-9,50.5,13.6
20180102,경주시,7.5,-3.9,2.7,3.1,-9,-9,47.5,11.4
20180102,거창,7.2,-9.5,-1.1,1.5,0,-9,63.6,16.7
20180102,합천,9.1,-8.3,-0.2,0.9,-9,-9,61.4,17.4
20180102,밀양,8.6,-7,0.7,1,-9,-9,55.6,15.6
20180102,산청,7.5,-6.8,1,2.2,-9,-9,60.9,14.3
20180102,거제,9.7,-2.5,3.8,1.1,-9,-9,48.3,12.2
20180102,남해,8.9,-3.3,3.1,1.1,-9,-9,59.8,12.2
20180103,속초,3.3,-5.5,-1.6,1.6,-9,-9,29.9,8.8
20180103,북춘천,0.9,-12.4,-6.3,0.9,-9,-9,55.9,13.3
20180103,철원,-1.5,-14.1,-8.4,0.8,-9,-9,60.3,12.6
20180103,동두천,1.1,-9.5,-5.4,1.5,-9,-9,42.9,10.6
20180103,파주,-0.9,-12.9,-7.3,1.2,-9,-9,58,12
20180103,대관령,-3.2,-16.8,-9.7,2.8,-9,-9,54.5,13.6
20180103,춘천,0.9,-10.6,-5.6,0.9,-9,-9,58.3,11.5
20180103,백령도,-2.6,-4.4,-3.5,3.1,0,-9,59,1.8
20180103,북강릉,2.9,-4.2,-1.3,1.5,-9,-9,36.9,7.1
20180103,강릉,4.8,-3.8,-0.4,2.8,-9,-9,26.1,8.6
20180103,동해,4.1,-2.3,0.8,1.9,-9,-9,31.6,6.4
20180103,서울,-0.4,-7.1,-4.7,2.2,-9,-9,42.3,6.7
20180103,인천,-1.9,-6.1,-4.4,3.9,-9,-9,47.8,4.2
20180103,원주,0.2,-7.9,-3.9,0.6,-9,-9,46.6,8.1
20180103,울릉도,1.4,-1,-0.2,3.8,3.8,3.6,73.5,2.4
20180103,수원,1.6,-6.9,-3.5,2.2,-9,-9,44.4,8.5
20180103,영월,1.1,-9.5,-4.2,0.8,-9,-9,53.4,10.6
20180103,충주,0.4,-9.6,-4.3,1.5,-9,-9,46.3,10
20180103,서산,-0.2,-99,-99,2.2,-9,-9,-9,98.8
20180103,울진,4.7,-3.6,0,2.2,-9,-9,35.9,8.3
20180103,청주,1.2,-5,-2.6,1.8,-9,-9,46.3,6.2
20180103,대전,2.7,-6,-2.4,1.4,-9,-9,53.1,8.7
20180103,추풍령,0.3,-5.7,-3.1,4.9,-9,-9,41.3,6
20180103,안동,3.4,-6.2,-2.1,1.9,-9,-9,36.9,9.6
20180103,상주,2.6,-4.7,-1.7,3.1,-9,-9,37.9,7.3
20180103,포항,5.8,-1.9,1.1,2.7,-9,-9,34.8,7.7
20180103,군산,2.6,-5.5,-1.6,2.5,-9,-9,64.3,8.1
20180103,대구,4,-2.9,0.3,2.9,-9,-9,30,6.9
20180103,전주,1.6,-4.1,-1.7,1.6,-9,-9,57.9,5.7
20180103,울산,5.2,-2,0.9,2.7,-9,-9,28.8,7.2
20180103,창원,4.7,-1,1.5,2.1,-9,-9,26.6,5.7
20180103,광주,3.8,-2.5,0.2,1.7,-9,-9,52.6,6.3
20180103,부산,6.9,-0.2,2.6,2.8,-9,-9,24.5,7.1
20180103,통영,7.8,-0.1,3.1,2.4,-9,-9,33.9,7.9
20180103,목포,2.5,-0.4,1,6.4,-9,-9,74.1,2.9
20180103,여수,5.4,-0.2,2,6.8,-9,-9,38.1,5.6
20180103,흑산도,3.4,1.3,2.3,9.8,-9,-9,74.8,2.1
20180103,완도,4.8,0.2,1.9,3,-9,-9,61.3,4.6
20180103,고창,2.2,-3.6,-0.9,3.8,-9,-9,71.4,5.8
20180103,순천,3.3,-3.3,-1,3.6,-9,-9,51.6,6.6
20180103,고산,1.3,-3.7,-2,5.3,-9,-9,72,5
20180103,홍성,1,-6.7,-2.5,1.3,-9,-9,69,7.7
20180103,제주,8.4,3.5,5,3.4,-9,-9,60.3,4.9
20180103,고산(제주),8.6,3.4,4.7,9.5,-9,-9,71.8,5.2
20180103,성산,7.2,2.4,4.2,3.2,-9,-9,58.1,4.8
20180103,서귀포,11.3,7,8.6,1.6,-9,-9,64.3,4.3
20180103,진주,6.9,-3.3,2,1.5,-9,-9,26.5,10.2
20180103,강화,-0.8,-10,-5,1.8,-9,-9,45.4,9.2
20180103,양평,0.8,-7.7,-3.6,2.3,-9,-9,37.4,8.5
20180103,이천,1.4,-7.7,-4,1.9,-9,-9,39.9,9.1
20180103,인제,-0.6,-12.7,-7.5,1.1,-9,-9,55.4,12.1
20180103,홍천,0.7,-12.3,-6.7,0.6,-9,-9,60.6,13
20180103,태백,-0.3,-12.4,-6.9,1,-9,-9,44.1,12.1
20180103,정선군,0.7,-10.8,-6,0.9,-9,-9,48.1,11.5
20180103,제천,-0.6,-12.5,-6.5,1.7,-9,-9,53,11.9
20180103,보은,1.3,-8.9,-3.7,1.9,-9,-9,54.1,10.2
20180103,천안,0.7,-7.2,-3.2,1.7,-9,-9,50.3,7.9
20180103,보령,2.1,-5.3,-2,1.2,-9,-9,64.4,7.4
20180103,부여,2.9,-7,-1.8,1.7,-9,-9,55.9,9.9
20180103,금산,1.2,-8,-3.6,1.2,-9,-9,55.4,9.2
20180103,부안,2.2,-4.8,-1.3,1.7,-9,-9,63,7
20180103,임실,1.7,-7.2,-3,1.3,-9,-9,58.5,8.9
20180103,정읍,1.4,-5.5,-2.1,1.7,-9,-9,65.3,6.9
20180103,남원,2.3,-6.3,-1.9,1.3,-9,-9,50.1,8.6
20180103,장수,0.8,-9,-4.2,2,-9,-9,58.6,9.8
20180103,고창군,1.7,-4.9,-1.5,2,-9,-9,59.4,6.6
20180103,영광군,1.3,-4.6,-1.3,3.2,-9,-9,63.1,5.9
20180103,김해시,6.2,-1.9,1.2,2.7,-9,-9,29.1,8.1
20180103,순창군,1.7,-5.1,-1.3,2.3,-9,-9,55,6.8
20180103,북창원,5.6,-1.3,1.8,2.2,-9,-9,27,6.9
20180103,양산시,7,-1.1,2.6,2.2,-9,-9,28.8,8.1
20180103,보성군,5.5,-2,1,2.6,-9,-9,48.3,7.5
20180103,강진군,4.8,-1.1,1.1,3,-9,-9,54.3,5.9
20180103,장흥,4.3,-1.6,0.9,3.2,-9,-9,54.9,5.9
20180103,해남,3.7,-1.7,0.2,2.5,-9,-9,56.9,5.4
20180103,고흥,5,-1.7,0.9,2.4,-9,-9,49.6,6.7
20180103,의령군,7.6,-6,-0.3,1.1,-9,-9,47.8,13.6
20180103,함양군,4.1,-4.8,-0.1,2.7,-9,-9,49.1,8.9
20180103,광양시,5.5,-1.4,1.2,3.2,-9,-9,41.6,6.9
20180103,진도군,3.6,0.7,2.1,5.2,-9,-9,63.6,2.9
20180103,봉화,2.5,-11.8,-4.7,1.6,-9,-9,41.6,14.3
20180103,영주,0.4,-5.9,-2.9,5.6,-9,-9,37.6,6.3
20180103,문경,2.3,-6.1,-2.3,2.9,-9,-9,31.1,8.4
20180103,청송군,2.2,-9.7,-4.2,1.5,-9,-9,45,11.9
20180103,영덕,4,-3.3,0.1,3.4,-9,-9,25.3,7.3
20180103,의성,4.6,-10.3,-3.7,1.4,-9,-9,45.5,14.9
20180103,구미,3.7,-3.8,-0.4,1.7,-9,-9,39.3,7.5
20180103,영천,4.5,-3.4,-0.3,2.5,-9,-9,29.9,7.9
20180103,경주시,4.7,-2.6,0.5,3.3,-9,-9,33,7.3
20180103,거창,4.2,-7.1,-1.4,1.9,-9,-9,41.3,11.3
20180103,합천,6,-7.3,-1.3,1,-9,-9,47.4,13.3
20180103,밀양,5.6,-5.2,0.8,1.6,-9,-9,28.3,10.8
20180103,산청,4.9,-2.4,0.7,2.7,-9,-9,34.6,7.3
20180103,거제,7,0.4,2.8,1.8,-9,-9,28.1,6.6
20180103,남해,6.7,-2,2.1,1,-9,-9,42.4,8.7
20180104,속초,2.2,-5.7,-1,1.5,-9,-9,53.3,7.9
20180104,북춘천,-0.3,-13.6,-6.5,0.6,-9,-9,67.1,13.3
20180104,철원,-1.8,-14.8,-8.1,0.4,-9,-9,65.6,13
20180104,동두천,-0.6,-11.8,-6.1,1.1,-9,-9,51.5,11.2
20180104,파주,-2.5,-14.2,-8,0.9,-9,-9,64,11.7
20180104,대관령,-1.3,-18.5,-9,1.1,-9,-9,71.5,17.2
20180104,춘천,-0.8,-11.7,-6.1,0.6,-9,-9,68.8,10.9
20180104,백령도,-2.6,-4.5,-3.9,2.5,-9,-9,64.6,1.9
20180104,북강릉,3.3,-4.7,-0.2,1.5,0,-9,56.6,8
20180104,강릉,4.4,-4.5,0.1,2.6,-9,-9,44.6,8.9
20180104,동해,4.6,-2.7,1.3,1.9,-9,-9,49.6,7.3
20180104,서울,-0.7,-8.7,-4.7,1.4,-9,-9,43,8
20180104,인천,-3.2,-7.6,-5,3.2,-9,-9,47.1,4.4
20180104,원주,-0.7,-9.6,-4.5,0.3,-9,-9,54.5,8.9
20180104,울릉도,2.1,-0.6,0.4,4.3,5,5.3,72.3,2.7
20180104,수원,-0.3,-7.8,-3.9,1.2,-9,-9,48.6,7.5
20180104,영월,0.7,-11.1,-4.6,0.2,-9,-9,61,11.8
20180104,충주,-0.5,-10.1,-5.3,0.7,-9,-9,58.9,9.6
20180104,서산,-1,-6.9,-3.9,1.2,-9,-9,62.5,5.9
20180104,울진,5.5,-4.6,0.5,2.2,-9,-9,47.4,10.1
20180104,청주,-0.9,-6.2,-3.2,1.5,-9,-9,47.3,5.3
20180104,대전,-0.2,-6.3,-2.9,1,-9,-9,55.5,6.1
20180104,추풍령,0.9,-6.3,-2.8,3.2,-9,-9,50.5,7.2
20180104,안동,3.6,-9.1,-2.5,0.7,-9,-9,46.8,12.7
20180104,상주,2.4,-5.4,-1.5,1.6,-9,-9,44.5,7.8
20180104,포항,6.5,-3.1,1.8,2.2,-9,-9,48.1,9.6
20180104,군산,0.2,-4.4,-2,1.2,-9,-9,62.6,4.6
20180104,대구,4.8,-3.3,0.6,1.7,-9,-9,38.5,8.1
20180104,전주,0.8,-4.3,-2.1,1.3,-9,-9,59.3,5.1
20180104,울산,6.3,-3.1,1.4,2.2,-9,-9,41.9,9.4
20180104,창원,4.8,-2.5,1.3,2.2,-9,-9,32.1,7.3
20180104,광주,2.1,-2.3,-0.6,1.3,-9,-9,54.5,4.4
20180104,부산,7.7,-1.7,2.8,2.3,-9,-9,38.3,9.4
20180104,통영,5.6,-0.8,2.4,2.6,-9,-9,38.6,6.4
20180104,목포,0.6,-1,-0.4,5,-9,-9,77.5,1.6
20180104,여수,4.9,-1.1,1.8,3.2,-9,-9,47.5,6
20180104,흑산도,2.3,1.1,1.6,7.9,-9,-9,82.3,1.2
20180104,완도,4.4,-0.1,1.4,2.2,-9,-9,62.4,4.5
20180104,고창,-0.1,-3.1,-1.8,3.2,-9,-9,70.8,3
20180104,순천,2.6,-3.6,-0.9,2.6,-9,-9,52.9,6.2
20180104,고산,0.9,-4,-3.1,3.9,-9,-9,78.8,4.9
20180104,홍성,-1.2,-6.5,-3.5,1.2,-9,-9,66.6,5.3
20180104,제주,4.6,2.4,3.9,2.6,0.6,-9,70,2.2
20180104,고산(제주),4.7,1.6,3.7,7.7,2.2,-9,78.8,3.1
20180104,성산,4.6,2,3.2,2.9,0.4,-9,67.3,2.6
20180104,서귀포,9.3,5.1,7.5,1.5,3.3,-9,77.6,4.2
20180104,진주,5.6,-2.3,1.4,1,-9,-9,32.1,7.9
20180104,강화,-3.2,-9.7,-5.9,1.3,-9,-9,46.5,6.5
20180104,양평,-0.8,-10.8,-5,0.9,-9,-9,54.4,10
20180104,이천,-1.4,-11.1,-5.2,0.9,-9,-9,51.6,9.7
20180104,인제,0.7,-13.9,-6.4,0.9,-9,-9,56.5,14.6
20180104,홍천,-1.1,-14,-7.3,0.4,-9,-9,64.1,12.9
20180104,태백,0.7,-12.9,-5.9,0.8,-9,-9,57.4,13.6
20180104,정선군,1.1,-12.3,-5.7,0.6,-9,-9,56.5,13.4
20180104,제천,-0.8,-13,-6.6,0.6,-9,-9,63.8,12.2
20180104,보은,1.1,-8.5,-3.5,0.8,-9,-9,58.9,9.6
20180104,천안,-0.3,-8.1,-3.8,1.1,-9,-9,54.1,7.8
20180104,보령,-0.2,-4.9,-2.6,1.8,-9,-9,61.3,4.7
20180104,부여,0.7,-5.9,-2.2,1.2,-9,-9,52.5,6.6
20180104,금산,0.8,-7.1,-3.3,0.8,-9,-9,56,7.9
20180104,부안,0,-3.7,-1.9,1.2,-9,-9,62.9,3.7
20180104,임실,2.2,-5.9,-2.7,1,-9,-9,55.9,8.1
20180104,정읍,-0.7,-4.3,-2.6,1,-9,-9,65.5,3.6
20180104,남원,2.3,-4.7,-1.7,0.9,-9,-9,49.5,7
20180104,장수,2.3,-7.3,-2.7,2.1,-9,-9,58.8,9.6
20180104,고창군,-0.8,-3.7,-2.3,1.9,-9,-9,58.6,2.9
20180104,영광군,-0.9,-3.7,-2.4,2,-9,-9,64.5,2.8
20180104,김해시,5.5,-3.3,1.3,2.4,-9,-9,33.9,8.8
20180104,순창군,2.1,-4.3,-1.6,0.9,-9,-9,58,6.4
20180104,북창원,5.4,-2.6,1.7,1.6,-9,-9,32.5,8
20180104,양산시,6.8,-2.4,2.8,1.2,-9,-9,36.3,9.2
20180104,보성군,5,-1.5,1.2,1.7,-9,-9,48.1,6.5
20180104,강진군,3.6,-1.4,0.3,3,-9,-9,55.5,5
20180104,장흥,3.8,-1.4,0.6,2.5,-9,-9,53.9,5.2
20180104,해남,2.7,-1.8,-0.6,2.7,-9,-9,57.1,4.5
20180104,고흥,3.6,-1.6,0.7,1.3,-9,-9,52.3,5.2
20180104,의령군,6.7,-4,0.8,1,-9,-9,44.3,10.7
20180104,함양군,5.5,-3.1,0.7,0.9,-9,-9,49.5,8.6
20180104,광양시,4.8,-2,1.4,1,-9,-9,44.6,6.8
20180104,진도군,2.3,0.3,0.9,3.8,-9,-9,69.6,2
