월,월평균기온,월평균일교차,월평균최고기온,월평균최저기온,월평균상대습도,구분,분기,분기평균기온,분기평균일교차,분기평균최고기온,분기평균최저기온,분기평균상대습도,지점번호
8.0,24.61,5.55,27.85,22.31,75.62,월별,,,,,,,거제
9.0,22.27,8.54,26.99,18.44,69.85,월별,,,,,,,거제
10.0,16.96,9.57,22.35,12.78,66.87,월별,,,,,,,거제
11.0,11.43,9.43,16.79,7.37,63.75,월별,,,,,,,거제
12.0,3.23,8.81,7.92,-0.89,50.05,월별,,,,,,,거제
,,,,,,분기별,2014Q1,6.49,9.05,11.34,2.29,55.72,거제
,,,,,,분기별,2014Q2,18.36,9.83,23.71,13.88,59.96,거제
,,,,,,분기별,2014Q3,24.0,6.99,28.02,21.02,73.44,거제
,,,,,,분기별,2014Q4,10.53,9.27,15.68,6.41,60.18,거제
1.0,-0.84,14.66,6.91,-7.75,51.86,월별,,,,,,,거창
2.0,2.02,12.77,8.65,-4.12,56.98,월별,,,,,,,거창
3.0,6.77,13.33,13.49,0.16,57.63,월별,,,,,,,거창
4.0,12.54,14.9,20.27,5.37,54.78,월별,,,,,,,거창
5.0,17.62,15.96,25.56,9.61,55.65,월별,,,,,,,거창
6.0,20.91,9.97,26.23,16.25,71.36,월별,,,,,,,거창
7.0,23.89,9.49,29.05,19.55,76.68,월별,,,,,,,거창
8.0,22.63,7.14,26.8,19.66,82.91,월별,,,,,,,거창
9.0,19.15,11.51,25.66,14.15,76.42,월별,,,,,,,거창
10.0,12.79,14.12,20.67,6.55,76.14,월별,,,,,,,거창
11.0,7.21,13.21,14.54,1.32,71.73,월별,,,,,,,거창
12.0,-0.76,10.61,4.7,-5.91,56.6,월별,,,,,,,거창
,,,,,,분기별,2014Q1,2.67,13.61,9.72,-3.9,55.44,거창
,,,,,,분기별,2014Q2,17.03,13.64,24.04,10.4,60.54,거창
,,,,,,분기별,2014Q3,21.92,9.36,27.19,17.83,78.69,거창
,,,,,,분기별,2014Q4,6.4,12.64,13.29,0.65,68.11,거창
1.0,1.11,12.97,7.96,-5.01,45.63,월별,,,,,,,경주시
2.0,2.45,9.66,7.74,-1.92,72.63,월별,,,,,,,경주시
3.0,7.7,12.95,14.54,1.58,60.26,월별,,,,,,,경주시
4.0,12.8,14.33,20.42,6.09,56.92,월별,,,,,,,경주시
5.0,18.65,16.31,27.01,10.71,53.34,월별,,,,,,,경주시
6.0,20.94,9.34,26.04,16.7,70.55,월별,,,,,,,경주시
7.0,25.01,10.27,30.8,20.53,69.86,월별,,,,,,,경주시
8.0,22.87,7.34,27.32,19.99,83.58,월별,,,,,,,경주시
9.0,19.87,11.12,26.22,15.11,74.5,월별,,,,,,,경주시
10.0,14.43,12.49,21.44,8.95,75.85,월별,,,,,,,경주시
11.0,8.5,12.85,15.44,2.59,69.83,월별,,,,,,,경주시
12.0,0.01,10.64,5.75,-4.89,53.29,월별,,,,,,,경주시
,,,,,,분기별,2014Q1,3.8,11.93,10.16,-1.78,59.07,경주시
,,,,,,분기별,2014Q2,17.48,13.36,24.52,11.16,60.19,경주시
,,,,,,분기별,2014Q3,22.61,9.56,28.14,18.58,76.0,경주시
,,,,,,분기별,2014Q4,7.64,11.98,14.2,2.21,66.28,경주시
1.0,1.01,8.34,5.53,-2.81,74.44,월별,,,,,,,고산
2.0,1.41,7.89,6.22,-1.67,71.27,월별,,,,,,,고산
3.0,5.85,8.74,11.14,2.4,71.83,월별,,,,,,,고산
4.0,11.74,9.57,17.66,8.09,62.49,월별,,,,,,,고산
5.0,15.86,9.67,21.36,11.69,63.35,월별,,,,,,,고산
6.0,18.81,7.53,23.69,16.16,89.41,월별,,,,,,,고산
7.0,21.7,5.77,25.21,19.44,93.85,월별,,,,,,,고산
8.0,21.47,5.4,24.81,19.41,89.19,월별,,,,,,,고산
9.0,19.48,8.05,24.64,16.59,82.55,월별,,,,,,,고산
10.0,14.98,8.55,20.34,11.79,76.14,월별,,,,,,,고산
11.0,9.22,7.14,13.65,6.51,76.1,월별,,,,,,,고산
12.0,0.05,6.48,3.56,-2.92,80.22,월별,,,,,,,고산
,,,,,,분기별,2014Q1,2.8,8.34,7.68,-0.66,72.56,고산
,,,,,,분기별,2014Q2,15.48,8.93,20.91,11.98,71.66,고산
,,,,,,분기별,2014Q3,20.9,6.39,24.89,18.5,88.6,고산
,,,,,,분기별,2014Q4,8.07,7.39,12.51,5.11,77.5,고산
1.0,6.54,5.67,9.2,3.53,63.35,월별,,,,,,,고산(제주)
2.0,6.59,4.83,9.31,4.49,71.28,월별,,,,,,,고산(제주)
3.0,9.68,5.73,12.48,6.75,71.51,월별,,,,,,,고산(제주)
4.0,13.81,5.98,17.17,11.19,72.96,월별,,,,,,,고산(제주)
5.0,17.32,6.69,21.07,14.38,79.94,월별,,,,,,,고산(제주)
6.0,20.79,5.28,23.9,18.61,89.4,월별,,,,,,,고산(제주)
7.0,24.17,4.71,26.8,22.09,92.06,월별,,,,,,,고산(제주)
8.0,24.44,4.33,27.08,22.75,90.3,월별,,,,,,,고산(제주)
9.0,23.04,5.89,26.23,20.34,78.78,월별,,,,,,,고산(제주)
10.0,18.97,5.83,22.06,16.24,74.39,월별,,,,,,,고산(제주)
11.0,14.05,4.82,16.68,11.86,70.35,월별,,,,,,,고산(제주)
12.0,7.09,5.75,9.94,4.19,67.37,월별,,,,,,,고산(제주)
,,,,,,분기별,2014Q1,7.64,5.43,10.37,4.94,68.63,고산(제주)
,,,,,,분기별,2014Q2,17.31,5.99,20.72,14.72,80.76,고산(제주)
,,,,,,분기별,2014Q3,23.89,4.97,26.71,21.74,87.13,고산(제주)
,,,,,,분기별,2014Q4,13.36,5.47,16.22,10.75,70.71,고산(제주)
1.0,0.96,11.06,6.39,-4.67,72.77,월별,,,,,,,고창
2.0,2.75,9.77,8.13,-1.64,72.0,월별,,,,,,,고창
3.0,7.18,10.82,12.71,1.89,75.35,월별,,,,,,,고창
4.0,12.34,12.31,19.03,6.72,73.02,월별,,,,,,,고창
5.0,17.44,12.27,23.77,11.5,72.23,월별,,,,,,,고창
6.0,21.68,8.32,26.43,18.1,81.03,월별,,,,,,,고창
7.0,24.34,7.2,28.41,21.21,86.8,월별,,,,,,,고창
8.0,23.21,6.37,26.97,20.6,90.42,월별,,,,,,,고창
9.0,20.57,9.96,26.08,16.12,83.85,월별,,,,,,,고창
10.0,14.88,12.43,21.34,8.91,79.61,월별,,,,,,,고창
11.0,9.05,9.83,14.22,4.39,81.89,월별,,,,,,,고창
12.0,0.59,8.2,4.74,-3.46,80.28,월별,,,,,,,고창
,,,,,,분기별,2014Q1,3.66,10.58,9.11,-1.47,73.42,고창
,,,,,,분기별,2014Q2,17.16,10.98,23.08,12.1,75.39,고창
,,,,,,분기별,2014Q3,22.73,7.82,27.17,19.34,87.06,고창
,,,,,,분기별,2014Q4,8.16,10.16,13.43,3.27,80.58,고창
1.0,1.7,11.25,7.33,-3.93,63.37,월별,,,,,,,고창군
2.0,3.6,9.88,8.91,-0.98,60.35,월별,,,,,,,고창군
3.0,8.32,11.49,14.15,2.66,64.19,월별,,,,,,,고창군
4.0,13.31,12.86,20.35,7.49,62.05,월별,,,,,,,고창군
5.0,18.33,13.41,25.26,11.85,63.22,월별,,,,,,,고창군
6.0,22.88,9.51,28.23,18.72,74.33,월별,,,,,,,고창군
7.0,25.65,8.1,30.25,22.15,79.76,월별,,,,,,,고창군
8.0,24.45,7.05,28.69,21.65,84.33,월별,,,,,,,고창군
9.0,21.89,10.37,27.71,17.34,77.09,월별,,,,,,,고창군
10.0,16.13,12.64,22.98,10.34,70.15,월별,,,,,,,고창군
11.0,9.81,10.23,15.3,5.07,72.86,월별,,,,,,,고창군
12.0,1.15,8.4,5.58,-2.82,71.83,월별,,,,,,,고창군
,,,,,,분기별,2014Q1,4.57,10.91,10.17,-0.74,62.71,고창군
,,,,,,분기별,2014Q2,18.17,11.94,24.62,12.68,66.5,고창군
,,,,,,분기별,2014Q3,24.02,8.49,28.9,20.41,80.43,고창군
,,,,,,분기별,2014Q4,9.02,10.43,14.61,4.19,71.6,고창군
1.0,2.23,13.06,9.01,-4.05,63.49,월별,,,,,,,고흥
2.0,4.64,10.49,10.09,-0.41,64.37,월별,,,,,,,고흥
3.0,8.81,11.35,14.38,3.02,66.85,월별,,,,,,,고흥
4.0,13.75,12.37,20.13,7.76,63.63,월별,,,,,,,고흥
5.0,18.08,12.58,24.27,11.69,65.49,월별,,,,,,,고흥
6.0,21.49,8.12,25.88,17.76,78.56,월별,,,,,,,고흥
7.0,24.34,6.88,28.16,21.28,83.85,월별,,,,,,,고흥
8.0,24.27,6.41,27.82,21.41,83.73,월별,,,,,,,고흥
9.0,21.74,9.64,27.07,17.43,78.58,월별,,,,,,,고흥
10.0,16.17,12.19,22.65,10.45,76.71,월별,,,,,,,고흥
11.0,10.28,11.53,16.42,4.89,76.2,월별,,,,,,,고흥
12.0,2.55,10.08,7.78,-2.3,69.46,월별,,,,,,,고흥
,,,,,,분기별,2014Q1,5.25,11.67,11.19,-0.48,64.92,고흥
,,,,,,분기별,2014Q2,17.78,11.04,23.44,12.39,69.19,고흥
,,,,,,분기별,2014Q3,23.47,7.62,27.69,20.07,82.09,고흥
,,,,,,분기별,2014Q4,9.66,11.26,15.61,4.34,74.1,고흥
1.0,3.62,9.86,8.79,-1.07,56.73,월별,,,,,,,광양시
2.0,5.45,8.58,10.02,1.45,61.29,월별,,,,,,,광양시
3.0,9.64,9.68,14.92,5.23,66.15,월별,,,,,,,광양시
4.0,14.87,10.34,20.6,10.26,60.74,월별,,,,,,,광양시
5.0,19.48,10.99,25.31,14.32,64.58,월별,,,,,,,광양시
6.0,22.08,7.64,26.37,18.73,81.15,월별,,,,,,,광양시
7.0,25.05,6.96,28.98,22.02,86.97,월별,,,,,,,광양시
8.0,24.99,6.11,28.52,22.4,85.58,월별,,,,,,,광양시
9.0,22.4,7.66,26.64,18.98,79.35,월별,,,,,,,광양시
10.0,17.18,9.07,22.0,12.93,73.08,월별,,,,,,,광양시
11.0,11.47,8.21,15.87,7.66,70.94,월별,,,,,,,광양시
12.0,2.5,8.46,7.1,-1.36,65.7,월별,,,,,,,광양시
,,,,,,분기별,2014Q1,6.26,9.4,11.29,1.88,61.39,광양시
,,,,,,분기별,2014Q2,18.82,9.67,24.11,14.44,68.78,광양시
,,,,,,분기별,2014Q3,24.17,6.91,28.06,21.16,84.02,광양시
,,,,,,분기별,2014Q4,10.37,8.59,14.98,6.39,69.9,광양시
1.0,2.05,10.29,7.55,-2.73,57.99,월별,,,,,,,광주
2.0,4.24,9.73,9.65,-0.08,57.09,월별,,,,,,,광주
3.0,8.61,10.71,14.53,3.82,61.32,월별,,,,,,,광주
4.0,14.46,11.66,21.06,9.4,55.25,월별,,,,,,,광주
5.0,19.15,12.48,25.82,13.34,56.22,월별,,,,,,,광주
6.0,22.88,9.1,28.21,19.11,66.64,월별,,,,,,,광주
7.0,25.24,7.96,29.79,21.84,74.43,월별,,,,,,,광주
8.0,24.41,6.55,28.27,21.72,78.26,월별,,,,,,,광주
9.0,22.28,9.55,27.64,18.09,68.51,월별,,,,,,,광주
10.0,16.45,11.29,22.61,11.32,65.8,월별,,,,,,,광주
11.0,10.27,9.15,15.34,6.19,67.42,월별,,,,,,,광주
12.0,1.17,8.0,5.6,-2.4,69.43,월별,,,,,,,광주
,,,,,,분기별,2014Q1,4.99,10.26,10.61,0.35,58.86,광주
,,,,,,분기별,2014Q2,18.83,11.09,25.04,13.95,59.33,광주
,,,,,,분기별,2014Q3,23.99,8.0,28.58,20.57,73.79,광주
,,,,,,분기별,2014Q4,9.29,9.48,14.51,5.02,67.55,광주
1.0,0.46,12.25,7.14,-5.1,52.84,월별,,,,,,,구미
2.0,2.82,11.0,8.59,-2.41,59.5,월별,,,,,,,구미
3.0,8.39,12.58,14.78,2.2,57.65,월별,,,,,,,구미
4.0,14.49,13.37,21.41,8.04,53.35,월별,,,,,,,구미
5.0,19.78,14.99,27.2,12.21,51.63,월별,,,,,,,구미
6.0,22.88,9.87,28.14,18.27,65.64,월별,,,,,,,구미
7.0,25.99,9.63,31.2,21.57,71.68,월별,,,,,,,구미
8.0,23.94,7.26,28.07,20.82,80.04,월별,,,,,,,구미
9.0,21.02,10.6,26.97,16.37,74.95,월별,,,,,,,구미
10.0,14.15,12.2,21.07,8.87,74.98,월별,,,,,,,구미
11.0,8.62,10.74,14.42,3.68,69.86,월별,,,,,,,구미
12.0,-0.32,9.3,4.63,-4.66,59.26,월별,,,,,,,구미
,,,,,,분기별,2014Q1,3.93,11.97,10.22,-1.75,56.57,구미
,,,,,,분기별,2014Q2,19.06,12.77,25.6,12.83,56.81,구미
,,,,,,분기별,2014Q3,23.68,9.15,28.77,19.62,75.56,구미
,,,,,,분기별,2014Q4,7.47,10.75,13.36,2.62,68.01,구미
1.0,0.58,10.01,5.76,-4.25,72.64,월별,,,,,,,군산
2.0,2.8,9.09,7.76,-1.33,70.44,월별,,,,,,,군산
3.0,7.01,10.27,12.53,2.25,78.44,월별,,,,,,,군산
4.0,12.5,10.82,18.52,7.7,77.13,월별,,,,,,,군산
5.0,17.25,10.92,23.35,12.43,78.38,월별,,,,,,,군산
6.0,22.07,8.16,26.77,18.62,86.16,월별,,,,,,,군산
7.0,24.86,7.07,29.01,21.94,91.14,월별,,,,,,,군산
8.0,23.71,6.45,27.56,21.11,92.2,월별,,,,,,,군산
9.0,21.3,9.54,26.75,17.2,86.31,월별,,,,,,,군산
10.0,15.52,10.91,21.51,10.59,79.92,월별,,,,,,,군산
11.0,8.9,9.03,13.72,4.69,84.16,월별,,,,,,,군산
12.0,-0.22,7.72,3.7,-4.02,81.6,월별,,,,,,,군산
,,,,,,분기별,2014Q1,3.48,9.82,8.71,-1.1,73.95,군산
,,,,,,분기별,2014Q2,17.27,9.97,22.88,12.91,80.53,군산
,,,,,,분기별,2014Q3,23.31,7.67,27.78,20.11,89.92,군산
,,,,,,분기별,2014Q4,8.05,9.22,12.97,3.74,81.87,군산
1.0,-1.5,13.73,5.95,-7.78,61.75,월별,,,,,,,금산
2.0,1.36,12.6,8.06,-4.54,60.31,월별,,,,,,,금산
3.0,6.78,13.49,13.74,0.25,59.83,월별,,,,,,,금산
4.0,12.52,15.0,20.3,5.3,57.9,월별,,,,,,,금산
5.0,17.8,15.49,25.74,10.25,57.02,월별,,,,,,,금산
6.0,21.77,10.87,27.66,16.79,68.74,월별,,,,,,,금산
7.0,24.89,9.67,30.18,20.51,76.08,월별,,,,,,,금산
8.0,23.15,7.83,27.75,19.93,82.15,월별,,,,,,,금산
9.0,19.76,12.44,26.96,14.52,78.37,월별,,,,,,,금산
10.0,13.2,13.93,21.11,7.18,76.91,월별,,,,,,,금산
11.0,6.79,12.1,13.68,1.59,78.35,월별,,,,,,,금산
12.0,-2.15,10.32,3.19,-7.13,76.74,월별,,,,,,,금산
,,,,,,분기별,2014Q1,2.24,13.29,9.29,-4.0,60.64,금산
,,,,,,분기별,2014Q2,17.37,13.81,24.58,10.77,61.17,금산
,,,,,,분기별,2014Q3,22.63,9.95,28.31,18.36,78.87,금산
,,,,,,분기별,2014Q4,5.94,12.12,12.65,0.53,77.32,금산
1.0,3.68,10.5,9.39,-1.12,40.68,월별,,,,,,,김해시
2.0,5.48,9.2,10.64,1.44,55.8,월별,,,,,,,김해시
3.0,9.52,10.4,15.12,4.72,56.23,월별,,,,,,,김해시
4.0,14.62,10.8,20.77,9.97,51.24,월별,,,,,,,김해시
5.0,19.48,11.01,25.38,14.38,53.61,월별,,,,,,,김해시
6.0,21.83,8.07,26.58,18.51,67.38,월별,,,,,,,김해시
7.0,21.06,7.6,29.55,21.95,72.67,월별,,,,,,,김해시
8.0,24.34,6.29,28.1,21.82,80.75,월별,,,,,,,김해시
9.0,22.47,9.34,27.95,18.62,71.95,월별,,,,,,,김해시
10.0,17.12,10.11,22.92,12.81,63.39,월별,,,,,,,김해시
11.0,11.35,9.66,16.78,7.11,56.96,월별,,,,,,,김해시
12.0,2.19,9.49,7.23,-2.27,41.47,월별,,,,,,,김해시
,,,,,,분기별,2014Q1,6.25,10.06,11.75,1.69,50.74,김해시
,,,,,,분기별,2014Q2,18.65,9.97,24.26,14.29,57.37,김해시
,,,,,,분기별,2014Q3,22.63,7.72,28.54,20.82,75.16,김해시
,,,,,,분기별,2014Q4,10.2,9.76,15.63,5.87,53.91,김해시
1.0,-0.16,12.64,6.72,-5.92,62.88,월별,,,,,,,남원
2.0,3.11,10.9,8.94,-1.96,57.32,월별,,,,,,,남원
3.0,7.15,12.66,13.66,1.0,63.64,월별,,,,,,,남원
4.0,13.05,13.76,20.33,6.56,57.93,월별,,,,,,,남원
5.0,18.03,14.39,25.37,10.98,59.9,월별,,,,,,,남원
6.0,22.07,9.29,27.02,17.73,69.16,월별,,,,,,,남원
7.0,24.54,8.38,28.96,20.57,78.13,월별,,,,,,,남원
8.0,23.53,6.54,27.38,20.84,80.42,월별,,,,,,,남원
9.0,20.52,10.82,26.57,15.76,73.8,월별,,,,,,,남원
10.0,14.28,12.92,21.3,8.38,70.75,월별,,,,,,,남원
11.0,8.04,11.47,14.32,2.85,72.06,월별,,,,,,,남원
12.0,-1.25,9.31,3.89,-5.42,71.58,월별,,,,,,,남원
,,,,,,분기별,2014Q1,3.37,12.1,9.8,-2.3,61.41,남원
,,,,,,분기별,2014Q2,17.72,12.5,24.25,11.75,62.3,남원
,,,,,,분기별,2014Q3,22.89,8.56,27.65,19.09,77.49,남원
,,,,,,분기별,2014Q4,7.02,11.23,13.16,1.93,71.46,남원
1.0,3.49,10.36,8.9,-1.46,49.39,월별,,,,,,,남해
2.0,5.35,9.06,10.23,1.16,56.61,월별,,,,,,,남해
3.0,9.71,10.47,15.2,4.73,60.33,월별,,,,,,,남해
4.0,14.43,11.24,20.53,9.29,56.77,월별,,,,,,,남해
5.0,19.42,11.73,25.45,13.72,58.72,월별,,,,,,,남해
6.0,22.22,7.83,26.53,18.7,74.54,월별,,,,,,,남해
7.0,25.15,7.11,29.19,22.08,79.91,월별,,,,,,,남해
8.0,24.67,6.04,28.25,22.21,82.65,월별,,,,,,,남해
9.0,17.81,8.64,27.01,18.37,76.1,월별,,,,,,,남해
10.0,16.71,9.44,22.15,12.71,72.99,월별,,,,,,,남해
11.0,10.88,8.92,15.84,6.91,68.88,월별,,,,,,,남해
12.0,2.64,8.95,7.36,-1.58,56.55,월별,,,,,,,남해
,,,,,,분기별,2014Q1,6.21,10.0,11.48,1.49,55.4,남해
,,,,,,분기별,2014Q2,18.7,10.28,24.18,13.9,63.29,남해
,,,,,,분기별,2014Q3,22.59,7.25,28.16,20.91,79.59,남해
,,,,,,분기별,2014Q4,10.07,9.11,15.11,6.0,66.11,남해
1.0,-4.77,10.8,0.04,-10.76,62.49,월별,,,,,,,대관령
2.0,-4.75,11.77,0.9,-10.87,79.18,월별,,,,,,,대관령
3.0,2.09,11.77,7.51,-4.26,63.72,월별,,,,,,,대관령
4.0,8.13,12.88,14.35,1.47,65.64,월별,,,,,,,대관령
5.0,14.45,13.06,21.01,7.95,58.13,월별,,,,,,,대관령
6.0,16.11,7.75,20.48,12.73,80.12,월별,,,,,,,대관령
7.0,20.52,9.52,25.62,16.1,76.91,월별,,,,,,,대관령
8.0,18.81,6.35,22.2,15.84,86.04,월별,,,,,,,대관령
9.0,15.13,10.15,20.57,10.41,83.55,월별,,,,,,,대관령
10.0,9.2,13.05,15.97,2.92,76.62,월별,,,,,,,대관령
11.0,3.67,10.69,9.07,-1.62,70.74,월별,,,,,,,대관령
12.0,-6.7,10.33,-1.77,-12.1,61.03,월별,,,,,,,대관령
,,,,,,분기별,2014Q1,-2.4,11.43,2.88,-8.55,68.1,대관령
,,,,,,분기별,2014Q2,12.92,11.25,18.64,7.39,67.85,대관령
,,,,,,분기별,2014Q3,18.19,8.66,22.82,14.16,82.15,대관령
,,,,,,분기별,2014Q4,2.04,11.37,7.74,-3.62,69.45,대관령
1.0,2.8,9.89,8.15,-1.75,40.04,월별,,,,,,,대구
2.0,4.46,9.09,9.35,0.26,53.84,월별,,,,,,,대구
3.0,9.73,10.63,15.27,4.65,51.26,월별,,,,,,,대구
4.0,15.5,11.48,21.54,10.06,48.25,월별,,,,,,,대구
5.0,21.24,12.85,27.92,15.07,43.55,월별,,,,,,,대구
6.0,23.36,8.98,28.36,19.38,62.92,월별,,,,,,,대구
7.0,26.96,8.8,31.93,23.14,68.27,월별,,,,,,,대구
8.0,24.72,7.15,28.85,21.7,79.09,월별,,,,,,,대구
9.0,22.47,9.72,27.84,18.12,68.21,월별,,,,,,,대구
10.0,16.35,10.47,22.03,11.55,64.35,월별,,,,,,,대구
11.0,10.35,9.79,15.68,5.89,59.98,월별,,,,,,,대구
12.0,1.18,8.55,5.78,-2.76,47.34,월별,,,,,,,대구
,,,,,,분기별,2014Q1,5.7,9.89,10.97,1.08,48.2,대구
,,,,,,분기별,2014Q2,20.05,11.12,25.96,14.84,51.48,대구
,,,,,,분기별,2014Q3,24.74,8.54,29.56,21.02,71.9,대구
,,,,,,분기별,2014Q4,9.28,9.6,14.48,4.88,57.19,대구
1.0,-0.08,11.05,5.85,-5.2,65.09,월별,,,,,,,대전
2.0,2.75,10.22,8.29,-1.93,63.34,월별,,,,,,,대전
3.0,8.25,10.97,13.93,2.96,64.02,월별,,,,,,,대전
4.0,14.28,12.87,21.05,8.18,61.14,월별,,,,,,,대전
5.0,19.35,12.57,25.88,13.31,61.46,월별,,,,,,,대전
6.0,22.93,8.81,27.68,18.87,77.15,월별,,,,,,,대전
7.0,25.91,7.65,30.17,22.53,82.55,월별,,,,,,,대전
8.0,24.25,6.4,27.78,21.38,86.98,월별,,,,,,,대전
9.0,21.57,9.75,26.89,17.14,78.19,월별,,,,,,,대전
10.0,14.93,11.67,21.19,9.52,76.35,월별,,,,,,,대전
11.0,8.52,9.94,13.92,3.98,76.5,월별,,,,,,,대전
12.0,-1.29,8.91,3.43,-5.48,74.71,월별,,,,,,,대전
,,,,,,분기별,2014Q1,3.67,10.76,9.39,-1.37,64.18,대전
,,,,,,분기별,2014Q2,18.86,11.43,24.88,13.45,66.53,대전
,,,,,,분기별,2014Q3,23.93,7.91,28.29,20.38,82.62,대전
,,,,,,분기별,2014Q4,7.37,10.18,12.83,2.66,75.84,대전
1.0,-2.09,11.08,3.75,-7.34,58.87,월별,,,,,,,동두천
2.0,0.6,11.3,7.04,-4.26,59.02,월별,,,,,,,동두천
3.0,7.13,12.99,14.21,1.22,54.21,월별,,,,,,,동두천
4.0,13.18,14.04,21.18,7.14,53.91,월별,,,,,,,동두천
5.0,17.92,14.37,25.78,11.41,56.1,월별,,,,,,,동두천
6.0,22.21,10.49,28.29,17.8,69.14,월별,,,,,,,동두천
7.0,25.03,9.59,30.63,21.04,73.86,월별,,,,,,,동두천
8.0,23.8,8.71,28.7,19.99,77.09,월별,,,,,,,동두천
9.0,20.48,11.54,26.98,15.44,75.27,월별,,,,,,,동두천
10.0,13.87,13.87,21.67,7.8,68.5,월별,,,,,,,동두천
11.0,7.29,12.07,14.08,2.01,65.65,월별,,,,,,,동두천
12.0,-4.2,10.89,1.63,-9.26,58.31,월별,,,,,,,동두천
,,,,,,분기별,2014Q1,1.93,11.81,8.38,-3.43,57.31,동두천
,,,,,,분기별,2014Q2,17.77,12.98,25.09,12.11,59.68,동두천
,,,,,,분기별,2014Q3,23.13,9.93,28.79,18.86,75.41,동두천
