관측시각 (KST),국내 지점번호,최고기온 (C),최저기온 (C),일 평균기온 (C),일 평균 풍속 (m/s),일강수량 (mm),최심 신적설 (cm),일 평균 상대습도 (%),일교차 (C)
20220101,제주,8.9,0.9,4.9,2.3,-9,-9,56.4,8
20220101,고산(제주),7.2,1.2,4.8,5.8,-9,-9,61.8,6
20220101,성산,8.5,0,3.9,3,-9,-9,54.6,8.5
20220101,서귀포,11.6,3.5,7,1.4,-9,-9,72.3,8.1
20220101,진주,6.8,-8.4,-2,0.5,-9,-9,42,15.2
20220101,강화,0.9,-12.4,-5.1,1,-9,-9,56,13.3
20220101,양평,0.1,-13,-6.5,0.7,-9,-9,55.9,13.1
20220101,이천,0.2,-14.2,-7,0.7,-9,-9,54.4,14.4
20220101,인제,0.2,-14.5,-8.2,0.7,-9,-9,61.6,14.7
20220101,홍천,-0.2,-15.4,-8.4,0.4,-9,-9,57.9,15.2
20220101,태백,2.3,-16.4,-8.1,0.6,-9,-9,42.9,18.7
20220101,정선군,-0.3,-15.2,-8.4,0.8,-9,-9,50.1,14.9
20220101,제천,-0.7,-15.9,-9.2,0.5,-9,-9,61.1,15.2
20220101,보은,1.7,-13.9,-6.8,0.4,-9,-9,64.6,15.6
20220101,천안,1,-13.2,-6.5,0.6,-9,-9,59.3,14.2
20220101,보령,2.2,-8.3,-3.2,0.9,-9,-9,55,10.5
20220101,부여,2.1,-10.6,-4.9,0.6,-9,-9,68,12.7
20220101,금산,2.5,-12.5,-5.6,0.5,-9,-9,63.4,15
20220101,세종,0.7,-10.7,-5.1,0.5,-9,-9,54.1,11.4
20220101,부안,2.9,-7.7,-2.4,0.8,-9,-9,58.4,10.6
20220101,임실,5,-11.1,-3.8,0.5,-9,-9,56.4,16.1
20220101,정읍,1.3,-9.1,-3.8,1,-9,-9,65.3,10.4
20220101,남원,4.2,-10.6,-3.8,1.2,-9,-9,59.3,14.8
20220101,장수,4.1,-13.1,-5.5,1.2,-9,-9,56.5,17.2
20220101,고창군,1.7,-8,-3,1.3,-9,-9,57.1,9.7
20220101,영광군,2.7,-6.2,-2.3,0.9,-9,-9,52.5,8.9
20220101,김해시,6.8,-6.3,-0.5,1.8,-9,-9,26.1,13.1
20220101,순창군,4.4,-10.1,-3.2,0.5,-9,-9,62.9,14.5
20220101,북창원,7.4,-4.9,0.5,1.4,-9,-9,28.8,12.3
20220101,양산시,7.5,-6.4,-0.2,1.3,-9,-9,33.1,13.9
20220101,보성군,6.6,-3.7,0.2,3.3,-9,-9,39.4,10.3
20220101,강진군,7.8,-4.7,0.4,1.4,-9,-9,43.1,12.5
20220101,장흥,8.3,-6,-0.7,1.3,-9,-9,43.3,14.3
20220101,해남,5.5,-6.1,-2.1,1.4,-9,-9,54.6,11.6
20220101,고흥,7.9,-6.5,-0.5,1,-9,-9,46.1,14.4
20220101,의령군,7.1,-10.4,-2.8,1,-9,-9,43.4,17.5
20220101,함양군,7.7,-10.5,-2.6,0.8,-9,-9,35.8,18.2
20220101,광양시,6.7,-4.8,0.8,0.7,-9,-9,33.3,11.5
20220101,진도군,5,-3.6,-0.6,2.3,-9,-9,58.1,8.6
20220101,봉화,1.7,-14.3,-7.1,0.9,-9,-9,53.8,16
20220101,영주,0.6,-14.4,-7.5,1.5,-9,-9,53,15
20220101,문경,2.3,-9.6,-4.3,2,-9,-9,40.9,11.9
20220101,청송군,1.8,-16.1,-8.1,0.9,-9,-9,49.8,17.9
20220101,영덕,4.7,-6.8,-0.9,2.7,-9,-9,25.4,11.5
20220101,의성,2.2,-14.9,-7.3,0.3,-9,-9,54,17.1
20220101,구미,5.1,-9.6,-3.1,0.5,-9,-9,42.1,14.7
20220101,영천,3.5,-9.4,-3.5,1.3,-9,-9,36.9,12.9
20220101,경주시,6.8,-7.3,-2,2.1,-9,-9,31.6,14.1
20220101,거창,7.9,-12,-2.7,0.9,-9,-9,42.4,19.9
20220101,합천,6.2,-9,-2.3,0.5,-9,-9,44.1,15.2
20220101,밀양,7.2,-8.2,-1.3,0.6,-9,-9,34.5,15.4
20220101,산청,6.5,-9.1,-2.2,0.8,-9,-9,36.6,15.6
20220101,거제,5.4,-4,0.3,0.7,-9,-9,37.3,9.4
20220101,남해,5.4,-4.4,-0.4,0.9,-9,-9,43.3,9.8
20220102,속초,5.9,-2.4,2.2,2.1,-9,-9,37.8,8.3
20220102,북춘천,3.8,-10.2,-4.1,0.8,0,0.1,64,14
20220102,철원,2.3,-11.1,-3.5,1.1,0.1,-9,71.5,13.4
20220102,동두천,3.7,-8,-2.1,1.3,0.3,-9,57.3,11.7
20220102,파주,2.1,-10.7,-3.8,1.2,0.4,-9,70.1,12.8
20220102,대관령,-0.4,-11,-4.8,4.9,0,-9,65.4,10.6
20220102,춘천,5.3,-8.9,-2.7,0.9,0,-9,59.9,14.2
20220102,백령도,6.7,-2.1,-0.2,6.8,0,-9,62.4,8.8
20220102,북강릉,7,-2,2.7,2,0,-9,41.4,9
20220102,강릉,8.7,0,4.3,3.3,-9,-9,41.3,8.7
20220102,동해,8.6,-0.8,4.3,2.2,-9,-9,36.8,9.4
20220102,서울,3,-5.2,-1.3,2.3,0.3,0.5,57.9,8.2
20220102,인천,1.3,-4.8,-1.2,3.2,0.3,0.2,58,6.1
20220102,원주,3.7,-6.9,-2.1,0.9,0,-9,56.3,10.6
20220102,울릉도,6.9,1.4,3.9,3.7,0,-9,57.3,5.5
20220102,수원,3.5,-5.6,-1.4,1.8,0.5,0.5,64.4,9.1
20220102,영월,4.7,-10.1,-3.6,0.6,0,-9,63.5,14.8
20220102,충주,4.7,-9.4,-3.5,0.6,0.1,-9,69.5,14.1
20220102,서산,3.8,-6.8,-1.5,1.8,0.1,-9,73.9,10.6
20220102,울진,8.8,-1.6,3,3.1,-9,-9,37.3,10.4
20220102,청주,5.2,-5.7,-0.9,1.1,-9,-9,55.9,10.9
20220102,대전,6.3,-6.2,-1.2,1.7,0,-9,58.5,12.5
20220102,추풍령,4.8,-9.5,-1.6,2.4,-9,-9,55.3,14.3
20220102,안동,5.8,-11.2,-2.9,1.1,-9,-9,50.5,17
20220102,상주,6.5,-8.2,-1.3,1.8,-9,-9,57.3,14.7
20220102,포항,8.7,-0.8,3.3,2.5,-9,-9,35.8,9.5
20220102,군산,6.3,-4.4,-0.1,2,0.1,-9,62.9,10.7
20220102,대구,7.7,-6,0.6,1.7,-9,-9,47.3,13.7
20220102,전주,6.6,-4.2,0.3,1.3,0,-9,59.8,10.8
20220102,울산,9.7,-2.3,3.4,1.8,-9,-9,30.5,12
20220102,창원,9.3,-4.1,2.4,1,-9,-9,40.4,13.4
20220102,광주,6.5,-3.8,0.7,0.7,-9,-9,67.1,10.3
20220102,부산,11.1,0.7,4.8,3,-9,-9,32.9,10.4
20220102,통영,10.6,-1.9,3.5,1.9,-9,-9,51.4,12.5
20220102,목포,6.9,-2.3,1.4,3.1,-9,-9,65.8,9.2
20220102,여수,9.2,-0.4,3.6,4.1,-9,-9,48.5,9.6
20220102,흑산도,9.2,2.3,5,5.4,-9,-9,69.5,6.9
20220102,완도,9.7,-1.4,3.2,1.7,-9,-9,62.6,11.1
20220102,고창,5.2,-6.3,-1.4,1.7,-9,-9,74.9,11.5
20220102,순천,6.8,-8.5,-0.6,2.1,0,-9,68.1,15.3
20220102,홍성,5.5,-6.1,-0.6,1.1,0,-9,68.1,11.6
20220102,제주,11.4,4.2,7.2,3,-9,-9,67.1,7.2
20220102,고산(제주),11.9,4.9,7.7,6.8,0,-9,65.8,7
20220102,성산,11.8,-0.5,6.3,2.3,-9,-9,66,12.3
20220102,서귀포,13.2,4.3,7.9,1.4,-9,-9,69,8.9
20220102,진주,9.8,-8.5,-0.7,0.8,-9,-9,56.4,18.3
20220102,강화,2,-8.8,-2.4,1.4,1.5,-9,67.9,10.8
20220102,양평,4.4,-6.6,-2.1,0.9,0.2,-9,63.8,11
20220102,이천,5.6,-8.5,-2.5,1,-9,-9,65.4,14.1
20220102,인제,3.7,-9.4,-3.1,1.3,-9,-9,62.6,13.1
20220102,홍천,3.6,-9.2,-3.9,0.7,0.2,-9,64.5,12.8
20220102,태백,0.6,-9.3,-3.1,1.4,0,-9,54.4,9.9
20220102,정선군,3.3,-11.1,-4.5,1.4,0.2,-9,61.9,14.4
20220102,제천,3.8,-11.7,-5,0.9,0,-9,68.6,15.5
20220102,보은,4.8,-10.2,-3.4,1,-9,-9,69.1,15
20220102,천안,4.9,-8.6,-2.3,1.2,0.3,-9,70.3,13.5
20220102,보령,5.6,-5.1,-0.1,0.7,0.3,-9,67.3,10.7
20220102,부여,7,-7.9,-1.9,0.8,-9,-9,71.8,14.9
20220102,금산,5.4,-9.3,-3.1,0.9,-9,-9,73,14.7
20220102,세종,6.3,-8,-1.4,1,-9,-9,60.9,14.3
20220102,부안,5.9,-4.9,0.2,0.9,0,-9,69,10.8
20220102,임실,5.1,-8.8,-2.8,0.6,0,-9,74.4,13.9
20220102,정읍,4.6,-6.1,-0.9,1.2,0,-9,69.3,10.7
20220102,남원,5.2,-8,-2.7,1,-9,-9,75.1,13.2
20220102,장수,3.8,-10.4,-4.4,0.9,0,-9,76.4,14.2
20220102,고창군,5.2,-5.9,-1,0.8,0,-9,68.4,11.1
20220102,영광군,6.1,-5.9,-0.5,1.3,0,-9,71.5,12
20220102,김해시,10,-3.8,2.6,1.2,-9,-9,37.1,13.8
20220102,순창군,5.1,-8.1,-2.5,0.9,-9,-9,78.1,13.2
20220102,북창원,10.4,-4,2.9,1.1,-9,-9,47.8,14.4
20220102,양산시,10.6,-4.1,1.3,1.7,-9,-9,54.5,14.7
20220102,보성군,9.2,-6.2,1.2,3.7,-9,-9,64.6,15.4
20220102,강진군,8.6,-6.3,1.1,1.3,-9,-9,65.1,14.9
20220102,장흥,7.9,-8.3,-0.6,1.2,-9,-9,68.8,16.2
20220102,해남,7,-8.7,-1.6,1,-9,-9,75.4,15.7
20220102,고흥,9.2,-6.7,0.6,1.5,-9,-9,68.4,15.9
20220102,의령군,10,-9.6,-1,1.8,-9,-9,56.8,19.6
20220102,함양군,6.8,-9.5,-1.8,2,-9,-9,60.8,16.3
20220102,광양시,10.5,-1.7,3,1.6,-9,-9,49.4,12.2
20220102,진도군,9.2,-5.2,0.7,1.9,-9,-9,77.6,14.4
20220102,봉화,4.8,-11,-4.8,0.9,-9,-9,68,15.8
20220102,영주,3.7,-11.5,-3.1,3.2,0,-9,64,15.2
20220102,문경,5.4,-9,-1.7,2.2,0,-9,56.1,14.4
20220102,청송군,4.9,-13.3,-5.3,1.7,-9,-9,65.4,18.2
20220102,영덕,6.8,-2.7,1.5,2.4,-9,-9,40.5,9.5
20220102,의성,6.9,-11.8,-4.6,0.7,-9,-9,64.6,18.7
20220102,구미,7,-7.2,-1,0.6,-9,-9,55.1,14.2
20220102,영천,6.8,-9.5,-1.5,1.3,-9,-9,52.1,16.3
20220102,경주시,8.4,-7.4,-0.7,2,-9,-9,53.3,15.8
20220102,거창,7.1,-9.9,-1.8,1.3,0,-9,65.5,17
20220102,합천,8.7,-7.8,-0.9,0.7,-9,-9,58.1,16.5
20220102,밀양,9.9,-8,-0.5,0.7,-9,-9,53,17.9
20220102,산청,6.5,-8.2,-0.8,1.5,0,-9,62.4,14.7
20220102,거제,9.5,-3.1,2.4,0.5,-9,-9,57.5,12.6
20220102,남해,9.8,-3.6,2.1,1.4,-9,-9,60.5,13.4
20220103,속초,3,-3,0.6,2.1,-9,-9,33.9,6
20220103,북춘천,1.5,-13.7,-4.9,0.8,0,-9,65.9,15.2
20220103,철원,0,-15,-6.1,1,0,-9,76,15
20220103,동두천,3,-11.9,-4,1,0,-9,61.4,14.9
20220103,파주,1.4,-14.5,-5.6,0.6,-9,-9,71.1,15.9
20220103,대관령,-3.1,-12.8,-6.9,4.9,0,-9,56.8,9.7
20220103,춘천,2.1,-12.3,-3.8,1.2,0,-9,64.9,14.4
20220103,백령도,5.3,-2.9,1.4,2.6,0.1,-9,69.8,8.2
20220103,북강릉,5.4,-3.7,0.7,1.5,-9,-9,33.8,9.1
20220103,강릉,5.9,-1.2,1.9,3,-9,-9,35.4,7.1
20220103,동해,5.9,-1,2.8,2.5,-9,-9,30.4,6.9
20220103,서울,2.5,-8,-1.9,1.8,0,-9,58.3,10.5
20220103,인천,2.2,-7.6,-1.9,1.9,0.2,-9,56.9,9.8
20220103,원주,1.7,-9.2,-2.7,0.6,0,-9,61.3,10.9
20220103,울릉도,6.8,1.9,3.4,2.8,-9,-9,51,4.9
20220103,수원,3.1,-9.5,-2.4,1.1,0,-9,63.1,12.6
20220103,영월,2.2,-11,-3.5,0.9,-9,-9,64.3,13.2
20220103,충주,2.2,-11.5,-4.5,0.6,-9,-9,66.6,13.7
20220103,서산,3.6,-9.2,-2.7,1,-9,-9,75.1,12.8
20220103,울진,8.3,-1.4,2.1,3.1,-9,-9,27.4,9.7
20220103,청주,3,-7,-1.5,0.8,0,-9,61.4,10
20220103,대전,4.2,-7.9,-1.7,1.5,-9,-9,63.6,12.1
20220103,추풍령,1.9,-9,-2.5,2.9,-9,-9,55.8,10.9
20220103,안동,3.5,-11.4,-2.7,1.7,-9,-9,49.3,14.9
20220103,상주,3.6,-5.5,-1.1,2.1,-9,-9,55.3,9.1
20220103,포항,7.8,-1.4,2,2.4,-9,-9,31.4,9.2
20220103,군산,4.6,-6.4,-0.7,1.2,-9,-9,73.1,11
20220103,대구,6.9,-6.5,-0.2,1.6,-9,-9,50.1,13.4
20220103,전주,3.8,-5.6,-0.7,1.2,-9,-9,66.9,9.4
20220103,울산,9.3,-1.3,2.8,2.4,-9,-9,24.1,10.6
20220103,창원,9.4,-3,2.1,1.3,-9,-9,35.4,12.4
20220103,광주,6.8,-4.5,0.4,0.8,-9,-9,70,11.3
20220103,부산,9.9,0.7,4.1,2.9,-9,-9,28.5,9.2
20220103,통영,9.3,-1.7,2.8,1.7,-9,-9,49.1,11
20220103,목포,4.5,-2.1,1.2,2,-9,-9,71.1,6.6
20220103,여수,9.7,-1.4,3.6,3.8,-9,-9,38.5,11.1
20220103,흑산도,8,2.1,4.7,3.4,-9,-9,65.5,5.9
20220103,완도,7.9,-1.8,2.7,1.3,-9,-9,61.9,9.7
20220103,고창,5.1,-6.9,-1.5,1.4,-9,-9,76.5,12
20220103,순천,6.5,-5.8,0.7,2.8,-9,-9,54.4,12.3
20220103,홍성,3.5,-9,-2,0.7,-9,-9,77,12.5
20220103,제주,10.7,2.5,6,2.5,-9,-9,67.6,8.2
20220103,고산(제주),8.3,4,6.3,6.4,-9,-9,68.5,4.3
20220103,성산,9.7,2.7,5.8,2.6,-9,-9,64.4,7
20220103,서귀포,12.7,5.4,8.5,1.3,-9,-9,70.8,7.3
20220103,진주,9.1,-7.8,-0.7,0.5,-9,-9,56.3,16.9
20220103,강화,1.8,-11.3,-3.4,0.9,0,-9,65.5,13.1
20220103,양평,2.8,-10.8,-3,0.8,-9,-9,67.5,13.6
20220103,이천,3.5,-11.4,-3.1,0.9,-9,-9,66.8,14.9
20220103,인제,0.7,-11.6,-3.9,2,-9,-9,63.6,12.3
20220103,홍천,1.5,-12.2,-4.3,0.7,0,-9,67.6,13.7
20220103,태백,-0.1,-10.6,-5.1,1.4,-9,-9,45.5,10.5
20220103,정선군,1,-12.2,-4.7,1.4,-9,-9,60.3,13.2
20220103,제천,1.1,-13.5,-5.4,1.1,-9,-9,67.8,14.6
20220103,보은,2,-11.9,-4.6,0.8,-9,-9,74,13.9
20220103,천안,3,-11.9,-4.2,0.6,-9,-9,75.1,14.9
20220103,보령,4.6,-6.1,-0.9,0.8,0.1,-9,68.3,10.7
20220103,부여,4.6,-9.5,-2.8,0.4,-9,-9,75.6,14.1
20220103,금산,3.7,-10.6,-3.7,0.7,-9,-9,71,14.3
20220103,세종,3.5,-8,-2.1,0.7,-9,-9,65,11.5
20220103,부안,4.5,-5.9,-0.6,0.5,-9,-9,73.4,10.4
20220103,임실,4.6,-10.5,-3.6,0.6,-9,-9,72.9,15.1
20220103,정읍,3.7,-6.3,-1.5,0.8,-9,-9,72.8,10
20220103,남원,5.3,-8.7,-2.6,1.3,-9,-9,70.9,14
20220103,장수,3.3,-12.2,-4.5,1.1,-9,-9,65.8,15.5
20220103,고창군,4.9,-6.5,-1.3,0.7,-9,-9,70.9,11.4
20220103,영광군,4.9,-6.6,-1.4,0.9,-9,-9,76.4,11.5
20220103,김해시,8.9,-2.5,2.2,1.7,-9,-9,36,11.4
20220103,순창군,6.2,-9.3,-2.8,1.1,-9,-9,75.6,15.5
20220103,북창원,9.7,-2.7,2.6,1.3,-9,-9,42.6,12.4
20220103,양산시,9.4,-5.6,1.4,1.3,-9,-9,49,15
20220103,보성군,8.4,-3.2,1.8,3.7,-9,-9,56.4,11.6
20220103,강진군,7.5,-6.5,-0.1,1.3,-9,-9,71.3,14
20220103,장흥,7.4,-8.2,-0.8,1.3,-9,-9,71.6,15.6
20220103,해남,5.5,-9.8,-2.5,1.3,-9,-9,78.1,15.3
20220103,고흥,7.7,-5.9,0.3,1.4,-9,-9,60.5,13.6
20220103,의령군,10.1,-8.6,-1.5,0.9,-9,-9,56.6,18.7
20220103,함양군,7.2,-10.3,-1.2,1.8,-9,-9,48.1,17.5
20220103,광양시,9.4,-2,2.7,1.5,-9,-9,44.5,11.4
20220103,진도군,6.2,-5.7,-0.4,1.4,-9,-9,82.1,11.9
20220103,봉화,3.2,-12.5,-4.3,1,-9,-9,63.6,15.7
20220103,영주,1.2,-12.1,-3.3,3.6,-9,-9,60.5,13.3
20220103,문경,2.6,-8.3,-1.5,1.8,0,-9,51,10.9
20220103,청송군,3.6,-13.9,-4.1,2.1,-9,-9,54.5,17.5
20220103,영덕,5.6,-2.6,0.8,2.4,-9,-9,36,8.2
20220103,의성,4.6,-13,-4.2,0.9,-9,-9,61,17.6
20220103,구미,4.9,-7.1,-1.2,0.8,-9,-9,52.5,12
20220103,영천,6,-9.6,-1.8,1.6,-9,-9,53,15.6
20220103,경주시,7.4,-8,-1.1,2.2,-9,-9,49.3,15.4
20220103,거창,8.2,-9.8,-2.2,1.3,-9,-9,56.9,18
20220103,합천,9.1,-7.9,-1.6,0.4,-9,-9,59.3,17
20220103,밀양,9.3,-7.5,-0.4,0.7,-9,-9,49,16.8
20220103,산청,8.2,-8.6,-0.8,1.3,-9,-9,58.6,16.8
20220103,거제,8.3,-2.1,2.8,0.6,-9,-9,51.8,10.4
20220103,남해,9.6,-4.1,2.4,1.3,-9,-9,53.9,13.7
20220104,속초,1.8,-4.2,-1.2,2.1,-9,-9,43.4,6
20220104,북춘천,1.9,-9.9,-4.6,0.8,0,-9,61,11.8
20220104,철원,-0.1,-11.5,-6.5,0.7,-9,-9,70.4,11.4
20220104,동두천,1.4,-8,-3.9,1.2,-9,-9,52.9,9.4
20220104,파주,1,-10.2,-5.4,1,-9,-9,60.3,11.2
20220104,대관령,-0.1,-13.1,-5.7,3.3,0,-9,51.5,13
20220104,춘천,3.7,-8.6,-3.4,0.8,-9,-9,61.5,12.3
20220104,백령도,1.8,-1.8,-0.8,6.7,-9,-9,50.8,3.6
20220104,북강릉,3.5,-2.8,0.1,1.1,-9,-9,48.9,6.3
20220104,강릉,5.9,-2.1,1.3,1.7,-9,-9,46.9,8
20220104,동해,4.7,-1.8,2.5,2.2,-9,-9,44.1,6.5
20220104,서울,1,-5.6,-2.5,2.4,0,-9,51.8,6.6
20220104,인천,0.6,-5.8,-2.9,3.6,-9,-9,46,6.4
20220104,원주,2.7,-5.2,-1.3,0.7,0,-9,52.9,7.9
20220104,울릉도,3.4,0.8,1.9,2.9,1.1,1.4,64.9,2.6
20220104,수원,1.9,-6.4,-2,2,0,-9,52,8.3
20220104,영월,4.1,-6.2,-0.7,1,0,-9,56.1,10.3
20220104,충주,3,-8.3,-3,0.9,0,-9,63.6,11.3
20220104,서산,1.1,-6.6,-1.7,1.9,-9,-9,63.4,7.7
20220104,울진,6.3,-4.1,0.4,2.5,-9,-9,58.5,10.4
20220104,청주,3.5,-3.5,-0.2,1.4,0,-9,46.3,7
20220104,대전,5.4,-4.2,0.1,2.2,0,-9,48.5,9.6
20220104,추풍령,3.6,-4.2,0,3.8,-9,-9,36.5,7.8
20220104,안동,5.8,-5.5,0.3,1.7,-9,-9,40.6,11.3
20220104,상주,5.1,-3.1,0.9,2.4,-9,-9,42,8.2
20220104,포항,9.3,0.1,3.7,1.6,-9,-9,36.1,9.2
20220104,군산,4.6,-3.9,0.3,1.8,0,-9,61.1,8.5
20220104,대구,7.6,-2.5,1.9,2,-9,-9,39.4,10.1
20220104,전주,5.2,-2.5,0.8,1.6,0,-9,55.3,7.7
20220104,울산,8,-1.1,3.1,1.9,-9,-9,31.5,9.1
20220104,창원,7.9,-2.3,2.4,1.1,-9,-9,43.6,10.2
20220104,광주,7.2,-1,2,1.1,-9,-9,54.8,8.2
20220104,부산,9.5,0.4,4.5,2,-9,-9,38.3,9.1
20220104,통영,9.8,-0.3,4,1.3,-9,-9,58.8,10.1
20220104,목포,4.3,-0.4,1.8,4.5,0,-9,66.9,4.7
20220104,여수,8.8,1.2,4.4,4,-9,-9,44.3,7.6
20220104,흑산도,7.5,3.2,5.2,7.3,0,-9,63,4.3
20220104,완도,7.8,1.8,4.8,2.3,-9,-9,57.1,6
20220104,고창,4.9,-3.2,0.6,2.8,-9,-9,65.8,8.1
20220104,순천,6.9,-4.2,1.8,3,-9,-9,54.4,11.1
20220104,홍성,3,-6.3,-0.9,1.2,0,-9,63.8,9.3
20220104,제주,9.3,4.8,6.8,3.4,-9,-9,62.9,4.5
20220104,고산(제주),10,5.5,7.4,6.5,-9,-9,62.5,4.5
20220104,성산,9.5,3.1,5.8,2.7,-9,-9,61.5,6.4
20220104,서귀포,12.3,4.5,8.3,1.3,-9,-9,70.9,7.8
20220104,진주,9.3,-6.5,0.1,0.5,-9,-9,62.5,15.8
20220104,강화,1,-9,-3.8,1.8,-9,-9,50,10
20220104,양평,3,-6.3,-1.6,1.4,-9,-9,52.1,9.3
20220104,이천,3.9,-6.7,-1.3,1.3,0.1,-9,52.9,10.6
20220104,인제,2.5,-9.4,-3.9,1,-9,-9,62.8,11.9
20220104,홍천,2.7,-8,-3.3,0.6,0,-9,58.9,10.7
20220104,태백,1.9,-10.2,-3.8,1.1,0,-9,48.1,12.1
20220104,정선군,3.6,-8.6,-2.2,1.4,-9,-9,47.3,12.2
20220104,제천,2.3,-10.7,-3,1.5,0,-9,62,13
20220104,보은,3.6,-8.1,-1.6,1.2,-9,-9,53.3,11.7
20220104,천안,2.5,-8,-2.2,1.2,-9,-9,59.3,10.5
20220104,보령,3.6,-4.3,-0.1,1.4,0,-9,57.1,7.9
20220104,부여,5,-6.2,-0.5,1.2,0.2,-9,61.5,11.2
20220104,금산,4.8,-5.7,-0.7,1,-9,-9,57,10.5
20220104,세종,4.5,-4.7,-0.4,1.5,-9,-9,46.6,9.2
20220104,부안,4.5,-3,1.2,1,0,-9,65.8,7.5
20220104,임실,5.1,-5.6,-0.8,0.9,0,-9,60.8,10.7
20220104,정읍,4.1,-2.5,0.7,1.5,0,-9,59.9,6.6
20220104,남원,6,-5.1,-0.6,1.1,-9,-9,60.8,11.1
20220104,장수,4.6,-7.5,-1.2,1.4,-9,-9,59.8,12.1
20220104,고창군,5.3,-2.1,0.8,1.7,0,-9,59,7.4
20220104,영광군,4.6,-2.8,0.9,2,0,-9,65.5,7.4
20220104,김해시,8.5,-3.4,2.6,1.6,-9,-9,39.4,11.9
20220104,순창군,5.7,-4.9,-0.4,1.9,-9,-9,64,10.6
20220104,북창원,9,-1.9,3.4,1.1,-9,-9,43,10.9
20220104,양산시,9.5,-3.8,1.9,1.3,-9,-9,50,13.3
20220104,보성군,8.5,-1.8,2.9,4,-9,-9,56.5,10.3
20220104,강진군,7.4,-4.3,2.1,1.9,0,-9,61.3,11.7
20220104,장흥,7.1,-6.5,1.1,1.7,-9,-9,60.9,13.6
20220104,해남,5.7,-7.5,0,1.9,0,-9,68.1,13.2
20220104,고흥,7.2,-4.4,2.5,2.1,-9,-9,56.8,11.6
20220104,의령군,11,-6.8,-0.4,1.1,-9,-9,52.5,17.8
20220104,함양군,7.7,-4.4,2.3,3,-9,-9,34.5,12.1
20220104,광양시,9.3,0.3,4.1,1.5,-9,-9,43.4,9
20220104,진도군,5.4,-4.1,2.2,3.1,-9,-9,70.1,9.5
